,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,111.80000000000001,111.80000000000001,111.80000000000001,111.80000000000001,1,1,2022-01-03,70,2022-03-18
1,100.95,100.95,100.95,100.95,1,1,2022-01-10,70,2022-03-18
2,101.9,101.9,101.9,101.9,1,1,2022-01-11,70,2022-03-18
3,100.54,100.54,100.54,100.54,5,2,2022-01-18,70,2022-03-18
4,101.05000000000001,101.05000000000001,98.65,98.65,5,2,2022-01-19,70,2022-03-18
5,96.36,96.36,96.36,96.36,1,1,2022-02-18,70,2022-03-18
6,83.94,92.55000000000001,83.94,92.55000000000001,3,3,2022-02-24,70,2022-03-18
7,88.0,88.0,88.0,88.0,2,2,2022-03-11,70,2022-03-18
8,83.5,83.5,80.55,80.55,4,3,2022-03-14,70,2022-03-18
9,87.45,87.95,86.5,87.95,4,4,2022-03-16,70,2022-03-18
10,92.45,92.45,92.4,92.4,2,2,2022-03-18,70,2022-03-18
11,88.42,88.42,88.42,88.42,4,1,2022-01-21,75,2022-03-18
12,80.15,80.15,80.15,80.15,1,1,2022-01-24,75,2022-03-18
13,98.83,98.83,98.83,98.83,3,2,2022-01-31,75,2022-03-18
14,100.75,100.95,99.5,99.5,1180,51,2022-02-03,75,2022-03-18
15,89.48,89.48,88.52000000000001,88.52000000000001,18,2,2022-02-28,75,2022-03-18
16,88.3,88.3,88.3,88.3,2,1,2022-03-02,75,2022-03-18
17,88.38000000000001,88.38000000000001,88.38000000000001,88.38000000000001,2,1,2022-03-07,75,2022-03-18
18,86.85000000000001,86.85000000000001,86.85000000000001,86.85000000000001,1,1,2022-03-09,75,2022-03-18
19,79.57000000000001,79.57000000000001,79.57000000000001,79.57000000000001,4,2,2022-03-15,75,2022-03-18
20,83.35000000000001,83.35000000000001,83.35000000000001,83.35000000000001,1,1,2022-03-16,75,2022-03-18
21,86.60000000000001,86.60000000000001,86.3,86.3,4,2,2022-03-18,75,2022-03-18
22,101.77000000000001,101.79,101.77000000000001,101.79,4,4,2022-01-04,80,2022-03-18
23,98.0,98.0,98.0,98.0,1,1,2022-01-05,80,2022-03-18
24,93.65,93.65,93.65,93.65,1,1,2022-01-06,80,2022-03-18
25,90.57000000000001,90.57000000000001,90.57000000000001,90.57000000000001,5,2,2022-01-18,80,2022-03-18
26,83.67,83.67,83.67,83.67,1,1,2022-01-21,80,2022-03-18
27,93.85000000000001,93.85000000000001,93.85000000000001,93.85000000000001,3,2,2022-01-31,80,2022-03-18
28,94.5,94.5,94.5,94.5,175,1,2022-02-03,80,2022-03-18
29,93.61,93.61,93.61,93.61,1,1,2022-02-07,80,2022-03-18
30,91.60000000000001,91.60000000000001,91.60000000000001,91.60000000000001,13,1,2022-02-11,80,2022-03-18
31,91.64,91.64,91.64,91.64,2,1,2022-02-15,80,2022-03-18
32,84.11,84.11,84.10000000000001,84.10000000000001,14,3,2022-02-22,80,2022-03-18
33,80.45,80.45,80.45,80.45,1,1,2022-02-23,80,2022-03-18
34,83.08,83.08,83.08,83.08,1,1,2022-03-01,80,2022-03-18
35,85.09,85.09,85.09,85.09,2,1,2022-03-04,80,2022-03-18
36,76.25,76.25,76.25,76.25,2,2,2022-03-08,80,2022-03-18
37,73.25,73.25,73.25,73.25,1,1,2022-03-14,80,2022-03-18
38,75.03,75.03,75.03,75.03,2,1,2022-03-15,80,2022-03-18
39,77.92,78.4,77.5,78.4,8,5,2022-03-16,80,2022-03-18
40,80.8,80.8,80.8,80.8,2,2,2022-03-18,80,2022-03-18
41,77.55,77.55,76.60000000000001,76.60000000000001,2,2,2022-01-25,85,2022-03-18
42,89.73,90.35000000000001,89.73,90.35000000000001,29,2,2022-02-02,85,2022-03-18
43,90.9,91.95,89.5,89.5,1770,54,2022-02-03,85,2022-03-18
44,83.95,83.95,83.95,83.95,1,1,2022-02-14,85,2022-03-18
45,86.62,86.62,86.57000000000001,86.57000000000001,3,2,2022-02-15,85,2022-03-18
46,72.45,72.45,71.19,71.19,3,2,2022-03-16,85,2022-03-18
47,90.99000000000001,90.99000000000001,90.99000000000001,90.99000000000001,11,1,2022-01-03,90,2022-03-18
48,92.09,92.09,90.05000000000001,90.05000000000001,9,3,2022-01-04,90,2022-03-18
49,82.8,82.8,82.15,82.15,27,3,2022-01-06,90,2022-03-18
50,83.4,83.4,81.93,81.93,4,3,2022-01-07,90,2022-03-18
51,79.8,79.8,79.8,79.8,10,2,2022-01-10,90,2022-03-18
52,81.75,81.75,81.75,81.75,1,1,2022-01-11,90,2022-03-18
53,85.5,85.5,85.5,85.5,1,1,2022-01-12,90,2022-03-18
54,82.28,82.28,81.60000000000001,81.60000000000001,13,5,2022-01-14,90,2022-03-18
55,79.63000000000001,79.63000000000001,79.63000000000001,79.63000000000001,48,2,2022-01-18,90,2022-03-18
56,79.08,79.08,79.08,79.08,7,1,2022-01-19,90,2022-03-18
57,68.31,70.02000000000001,66.03,70.02000000000001,336,11,2022-01-24,90,2022-03-18
58,68.75,71.0,68.55,71.0,4,4,2022-01-25,90,2022-03-18
59,83.10000000000001,83.10000000000001,83.07000000000001,83.10000000000001,20,3,2022-01-31,90,2022-03-18
60,84.71000000000001,84.71000000000001,84.71000000000001,84.71000000000001,28,2,2022-02-02,90,2022-03-18
61,84.88000000000001,86.05,84.55,85.13000000000001,4024,88,2022-02-03,90,2022-03-18
62,82.83,82.83,82.60000000000001,82.60000000000001,4,2,2022-02-07,90,2022-03-18
63,84.35000000000001,84.5,84.35000000000001,84.5,17,4,2022-02-10,90,2022-03-18
64,81.37,81.64,81.37,81.46000000000001,49,10,2022-02-15,90,2022-03-18
65,64.05,67.10000000000001,64.05,67.10000000000001,24,2,2022-02-24,90,2022-03-18
66,78.7,78.7,78.7,78.7,2,1,2022-03-03,90,2022-03-18
67,72.84,73.5,72.84,73.5,6,2,2022-03-04,90,2022-03-18
68,72.60000000000001,72.60000000000001,72.60000000000001,72.60000000000001,3,2,2022-03-09,90,2022-03-18
69,68.38000000000001,68.38000000000001,65.47,65.47,41,7,2022-03-16,90,2022-03-18
70,71.7,72.8,71.7,72.8,2,2,2022-03-18,90,2022-03-18
71,87.55,87.55,87.55,87.55,1,1,2022-01-03,95,2022-03-18
72,81.93,81.93,81.93,81.93,190,1,2022-01-05,95,2022-03-18
73,73.60000000000001,73.60000000000001,73.60000000000001,73.60000000000001,1,1,2022-01-10,95,2022-03-18
74,75.14,75.14,75.14,75.14,20,1,2022-01-18,95,2022-03-18
75,70.3,70.3,70.3,70.3,1,1,2022-01-20,95,2022-03-18
76,64.98,64.98,63.13,63.290000000000006,29,5,2022-01-24,95,2022-03-18
77,77.71000000000001,78.35000000000001,77.71000000000001,78.35000000000001,20,2,2022-01-31,95,2022-03-18
78,79.43,79.43,79.43,79.43,16,2,2022-02-02,95,2022-03-18
79,80.85000000000001,80.85000000000001,79.61,80.24000000000001,42,5,2022-02-03,95,2022-03-18
80,73.24000000000001,73.24000000000001,73.24000000000001,73.24000000000001,1,1,2022-02-14,95,2022-03-18
81,75.61,76.61,75.61,76.61,6,2,2022-02-15,95,2022-03-18
82,62.300000000000004,62.300000000000004,62.300000000000004,62.300000000000004,10,1,2022-02-24,95,2022-03-18
83,67.0,67.0,66.10000000000001,66.10000000000001,4,2,2022-02-25,95,2022-03-18
84,69.05,69.05,69.05,69.05,2,1,2022-02-28,95,2022-03-18
85,68.65,68.65,68.65,68.65,4,1,2022-03-01,95,2022-03-18
86,61.25,61.25,61.25,61.25,2,2,2022-03-08,95,2022-03-18
87,63.2,63.2,63.2,63.2,1,1,2022-03-11,95,2022-03-18
88,56.7,56.7,56.7,56.7,1,1,2022-03-15,95,2022-03-18
89,60.53,63.7,60.53,63.7,6,2,2022-03-16,95,2022-03-18
