,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,100.9,100.95,100.9,100.95,2,2,2022-11-22,50,2023-07-21
1,102.79,102.79,102.79,102.79,2,2,2022-11-23,50,2023-07-21
2,97.4,97.45,96.27000000000001,96.27000000000001,3,3,2022-11-28,50,2023-07-21
3,93.0,93.0,93.0,93.0,1,1,2022-11-29,50,2023-07-21
4,92.30000000000001,92.30000000000001,92.30000000000001,92.30000000000001,1,1,2022-11-30,50,2023-07-21
5,83.86,83.86,83.56,83.56,2,2,2022-12-22,50,2023-07-21
6,81.10000000000001,81.25,81.10000000000001,81.25,2,2,2022-12-27,50,2023-07-21
7,79.7,80.8,79.7,80.8,4,3,2022-12-30,50,2023-07-21
8,80.26,80.26,80.08,80.08,2,2,2023-01-10,50,2023-07-21
9,91.60000000000001,91.60000000000001,91.60000000000001,91.60000000000001,1,1,2023-01-25,50,2023-07-21
10,93.85000000000001,93.85000000000001,93.85000000000001,93.85000000000001,1,1,2023-01-31,50,2023-07-21
11,103.05000000000001,103.05000000000001,103.04,103.04,4,4,2023-02-06,50,2023-07-21
12,100.60000000000001,100.60000000000001,100.60000000000001,100.60000000000001,2,1,2023-02-21,50,2023-07-21
13,98.9,98.9,98.85000000000001,98.85000000000001,2,2,2023-02-22,50,2023-07-21
14,101.9,101.9,101.9,101.9,1,1,2023-03-13,50,2023-07-21
15,108.2,108.2,108.2,108.2,2,1,2023-03-21,50,2023-07-21
16,117.15,117.15,117.15,117.15,1,1,2023-04-04,50,2023-07-21
17,119.49000000000001,119.49000000000001,119.49000000000001,119.49000000000001,2,2,2023-04-28,50,2023-07-21
18,119.75,120.10000000000001,119.75,120.10000000000001,20,2,2023-05-01,50,2023-07-21
19,115.7,115.75,115.7,115.75,2,2,2023-05-04,50,2023-07-21
20,128.20000000000002,128.20000000000002,128.20000000000002,128.20000000000002,1,1,2023-05-31,50,2023-07-21
21,128.25,128.25,128.25,128.25,2,1,2023-06-01,50,2023-07-21
22,133.5,133.5,133.5,133.5,1,1,2023-06-13,50,2023-07-21
23,135.4,135.4,135.4,135.4,1,1,2023-06-23,50,2023-07-21
24,136.5,136.5,136.5,136.5,91,2,2023-06-26,50,2023-07-21
25,142.5,142.5,141.5,141.5,56,8,2023-07-05,50,2023-07-21
26,141.15,141.15,141.15,141.15,5,2,2023-07-06,50,2023-07-21
27,138.20000000000002,138.20000000000002,138.20000000000002,138.20000000000002,1,1,2023-07-10,50,2023-07-21
28,139.4,139.4,139.4,139.4,10,2,2023-07-12,50,2023-07-21
29,144.25,144.25,144.15,144.15,2,2,2023-07-17,50,2023-07-21
30,143.05,144.1,143.05,144.1,2,2,2023-07-18,50,2023-07-21
31,143.20000000000002,146.45000000000002,143.20000000000002,146.35,4,4,2023-07-19,50,2023-07-21
32,145.6,145.6,145.6,145.6,1,1,2023-07-20,50,2023-07-21
33,144.35,144.85,141.5,141.6,37,7,2023-07-21,50,2023-07-21
34,91.9,92.10000000000001,91.85000000000001,91.95,6,6,2022-11-28,55,2023-07-21
35,94.71000000000001,94.71000000000001,94.71000000000001,94.71000000000001,1,1,2022-12-01,55,2023-07-21
36,82.3,82.3,82.25,82.25,2,2,2022-12-21,55,2023-07-21
37,74.15,74.15,74.15,74.15,19,2,2022-12-28,55,2023-07-21
38,101.0,101.0,100.5,100.5,6,3,2023-02-03,55,2023-07-21
39,99.18,99.18,99.18,99.18,19,1,2023-02-07,55,2023-07-21
40,94.0,94.0,94.0,94.0,1,1,2023-02-27,55,2023-07-21
41,131.17000000000002,131.17000000000002,131.17000000000002,131.17000000000002,2,1,2023-06-16,55,2023-07-21
42,130.57,130.57,130.57,130.57,1,1,2023-06-22,55,2023-07-21
43,132.9,132.9,132.9,132.9,6,4,2023-06-26,55,2023-07-21
44,139.0,139.0,137.01000000000002,137.45000000000002,3,3,2023-07-03,55,2023-07-21
45,137.35,137.45000000000002,137.25,137.45000000000002,43,5,2023-07-05,55,2023-07-21
46,134.0,134.0,134.0,134.0,1,1,2023-07-10,55,2023-07-21
47,137.85,137.85,137.85,137.85,1,1,2023-07-17,55,2023-07-21
48,139.15,139.15,139.15,139.15,41,2,2023-07-18,55,2023-07-21
49,140.75,140.75,140.6,140.6,4,4,2023-07-20,55,2023-07-21
50,139.3,139.85,136.5,136.5,20,7,2023-07-21,55,2023-07-21
51,83.45,85.35000000000001,83.15,85.35000000000001,30,10,2022-07-06,60,2023-07-21
52,85.85000000000001,88.2,85.75,88.05,12,10,2022-07-07,60,2023-07-21
53,88.60000000000001,88.60000000000001,87.55,87.60000000000001,4,4,2022-07-08,60,2023-07-21
54,86.5,88.10000000000001,86.45,86.7,274,33,2022-07-11,60,2023-07-21
55,89.2,89.30000000000001,89.10000000000001,89.15,8,8,2022-07-12,60,2023-07-21
56,87.2,87.2,87.10000000000001,87.10000000000001,2,2,2022-07-13,60,2023-07-21
57,85.8,90.15,85.8,90.15,10,10,2022-07-14,60,2023-07-21
58,90.80000000000001,90.80000000000001,90.7,90.7,2,2,2022-07-15,60,2023-07-21
59,88.8,88.85000000000001,88.35000000000001,88.7,955,124,2022-07-18,60,2023-07-21
60,89.0,89.0,88.9,88.9,2,2,2022-07-19,60,2023-07-21
61,92.30000000000001,93.0,92.30000000000001,92.80000000000001,127,69,2022-07-20,60,2023-07-21
62,95.4,95.4,95.15,95.15,2,2,2022-07-21,60,2023-07-21
63,97.25,97.25,95.60000000000001,95.60000000000001,62,20,2022-07-22,60,2023-07-21
64,96.10000000000001,96.10000000000001,95.95,95.95,2,2,2022-07-25,60,2023-07-21
65,93.30000000000001,93.35000000000001,93.30000000000001,93.35000000000001,4,4,2022-07-26,60,2023-07-21
66,95.5,98.2,95.5,98.05000000000001,90,14,2022-07-27,60,2023-07-21
67,96.60000000000001,98.5,96.55000000000001,98.45,10,10,2022-07-28,60,2023-07-21
68,103.35000000000001,104.05000000000001,103.15,104.0,698,31,2022-07-29,60,2023-07-21
69,103.75,104.10000000000001,102.75,102.80000000000001,8,8,2022-08-01,60,2023-07-21
70,107.0,107.0,106.95,106.95,2,2,2022-08-03,60,2023-07-21
71,106.5,106.5,106.5,106.5,2,2,2022-08-04,60,2023-07-21
72,108.15,108.30000000000001,105.60000000000001,106.4,2062,328,2022-08-08,60,2023-07-21
73,105.65,106.5,105.25,106.4,520,111,2022-08-09,60,2023-07-21
74,109.2,109.35000000000001,109.15,109.30000000000001,7,7,2022-08-10,60,2023-07-21
75,111.7,111.7,109.9,109.9,5,5,2022-08-11,60,2023-07-21
76,111.05000000000001,112.9,110.85000000000001,112.80000000000001,31,13,2022-08-12,60,2023-07-21
77,113.2,113.2,113.15,113.15,2,2,2022-08-15,60,2023-07-21
78,113.75,113.75,113.60000000000001,113.60000000000001,16,6,2022-08-16,60,2023-07-21
