,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,86.5,86.5,85.8,85.8,2,2,2022-09-06,70,2022-10-07
1,82.05,84.25,82.05,84.25,2,2,2022-09-22,70,2022-10-07
2,80.45,80.45,79.75,79.75,12,3,2022-09-23,70,2022-10-07
3,82.5,82.5,82.5,82.5,9,1,2022-09-26,70,2022-10-07
4,71.3,71.3,71.3,71.3,30,1,2022-09-29,70,2022-10-07
5,72.35000000000001,72.35000000000001,69.15,69.15,13,3,2022-09-30,70,2022-10-07
6,68.35000000000001,72.95,68.35000000000001,72.5,18,6,2022-10-03,70,2022-10-07
7,76.0,76.0,75.35000000000001,75.7,16,5,2022-10-04,70,2022-10-07
8,76.35000000000001,76.35000000000001,75.5,75.5,15,5,2022-10-06,70,2022-10-07
9,72.0,72.0,72.0,72.0,10,2,2022-10-07,70,2022-10-07
10,80.3,80.3,80.3,80.3,2,2,2022-09-08,75,2022-10-07
11,77.7,77.7,76.4,76.4,49,4,2022-09-26,75,2022-10-07
12,76.25,76.25,76.25,76.25,2,1,2022-09-27,75,2022-10-07
13,70.4,70.4,70.35000000000001,70.38000000000001,8,5,2022-09-28,75,2022-10-07
14,66.35000000000001,67.55,66.35000000000001,67.55,15,4,2022-09-29,75,2022-10-07
15,66.55,66.55,66.55,66.55,4,2,2022-09-30,75,2022-10-07
16,67.65,67.95,67.3,67.3,25,5,2022-10-03,75,2022-10-07
17,71.15,71.15,70.75,70.75,15,3,2022-10-04,75,2022-10-07
18,71.5,71.5,71.5,71.5,7,1,2022-09-19,80,2022-10-07
19,76.05,76.05,76.05,76.05,30,1,2022-09-21,80,2022-10-07
20,68.7,68.7,68.7,68.7,4,1,2022-09-23,80,2022-10-07
21,72.45,72.7,71.05,71.05,38,5,2022-09-26,80,2022-10-07
22,71.95,71.95,71.95,71.95,10,1,2022-09-27,80,2022-10-07
23,67.0,67.0,67.0,67.0,2,1,2022-09-28,80,2022-10-07
24,63.7,63.7,63.5,63.650000000000006,33,7,2022-09-29,80,2022-10-07
25,61.85,62.900000000000006,58.650000000000006,58.650000000000006,17,9,2022-09-30,80,2022-10-07
26,59.650000000000006,63.07,59.650000000000006,62.900000000000006,54,13,2022-10-03,80,2022-10-07
27,65.2,65.75,65.2,65.75,7,2,2022-10-04,80,2022-10-07
28,66.05,66.05,65.65,65.65,10,2,2022-10-06,80,2022-10-07
29,72.35000000000001,72.35000000000001,72.35000000000001,72.35000000000001,1,1,2022-09-01,85,2022-10-07
30,75.09,75.09,75.09,75.09,1,1,2022-09-02,85,2022-10-07
31,75.25,75.25,75.25,75.25,1,1,2022-09-12,85,2022-10-07
32,71.65,71.65,71.65,71.65,1,1,2022-09-20,85,2022-10-07
33,71.05,73.35000000000001,71.05,73.35000000000001,7,2,2022-09-21,85,2022-10-07
34,67.25,68.60000000000001,67.25,68.60000000000001,30,2,2022-09-22,85,2022-10-07
35,58.75,58.75,58.75,58.75,3,1,2022-09-29,85,2022-10-07
36,57.45,57.45,55.2,55.2,16,5,2022-09-30,85,2022-10-07
37,59.400000000000006,59.400000000000006,59.400000000000006,59.400000000000006,9,1,2022-10-05,85,2022-10-07
38,61.1,61.1,60.6,60.6,18,3,2022-10-06,85,2022-10-07
39,72.65,74.16,72.65,74.16,2,2,2022-09-12,90,2022-10-07
40,64.53,64.53,64.53,64.53,149,2,2022-09-14,90,2022-10-07
41,67.10000000000001,67.60000000000001,66.85000000000001,67.60000000000001,23,7,2022-09-20,90,2022-10-07
42,67.0,67.25,64.45,64.45,116,15,2022-09-21,90,2022-10-07
43,62.550000000000004,62.6,62.25,62.6,32,3,2022-09-22,90,2022-10-07
44,59.7,60.2,59.7,60.2,22,4,2022-09-23,90,2022-10-07
45,61.050000000000004,61.050000000000004,61.050000000000004,61.050000000000004,6,1,2022-09-26,90,2022-10-07
46,63.400000000000006,63.400000000000006,62.1,62.1,7,3,2022-09-27,90,2022-10-07
47,51.7,51.7,49.7,50.25,6,3,2022-09-30,90,2022-10-07
48,49.1,52.95,48.6,52.900000000000006,27,8,2022-10-03,90,2022-10-07
49,55.400000000000006,55.7,55.400000000000006,55.7,4,2,2022-10-04,90,2022-10-07
50,56.85,56.85,56.85,56.85,2,1,2022-10-05,90,2022-10-07
51,55.6,56.35,55.6,55.75,197,6,2022-10-06,90,2022-10-07
52,67.7,68.87,67.7,68.87,8,2,2022-09-12,95,2022-10-07
53,59.2,61.7,59.2,61.7,6,3,2022-09-20,95,2022-10-07
54,62.0,62.300000000000004,60.45,61.800000000000004,46,21,2022-09-21,95,2022-10-07
55,57.550000000000004,57.550000000000004,56.75,56.75,31,2,2022-09-22,95,2022-10-07
56,55.2,55.6,54.1,54.1,70,5,2022-09-23,95,2022-10-07
57,57.150000000000006,58.5,55.6,56.85,149,24,2022-09-26,95,2022-10-07
58,59.050000000000004,59.050000000000004,55.650000000000006,56.85,23,6,2022-09-27,95,2022-10-07
59,51.85,54.75,50.5,54.75,58,13,2022-09-28,95,2022-10-07
60,47.150000000000006,47.2,46.150000000000006,47.2,28,6,2022-09-29,95,2022-10-07
61,47.5,47.800000000000004,43.4,43.4,160,41,2022-09-30,95,2022-10-07
62,46.150000000000006,47.830000000000005,45.99,47.830000000000005,32,5,2022-10-03,95,2022-10-07
63,49.75,49.75,49.75,49.75,5,1,2022-10-04,95,2022-10-07
64,52.050000000000004,52.050000000000004,50.5,50.6,28,10,2022-10-06,95,2022-10-07
65,47.85,47.85,47.150000000000006,47.150000000000006,6,3,2022-10-07,95,2022-10-07
66,55.06,56.550000000000004,55.06,56.550000000000004,4,3,2022-09-07,100,2022-10-07
67,62.7,62.7,62.7,62.7,1,1,2022-09-12,100,2022-10-07
68,55.0,55.0,55.0,55.0,1,1,2022-09-13,100,2022-10-07
69,49.050000000000004,49.050000000000004,49.050000000000004,49.050000000000004,1,1,2022-09-16,100,2022-10-07
70,57.050000000000004,57.2,55.95,56.2,133,23,2022-09-21,100,2022-10-07
71,53.550000000000004,54.050000000000004,52.2,53.900000000000006,41,4,2022-09-22,100,2022-10-07
72,50.1,50.2,50.1,50.2,10,2,2022-09-23,100,2022-10-07
73,51.150000000000006,53.7,50.75,51.35,134,24,2022-09-26,100,2022-10-07
74,54.2,54.2,54.2,54.2,1,1,2022-09-27,100,2022-10-07
75,48.050000000000004,48.150000000000006,45.2,47.64,150,34,2022-09-28,100,2022-10-07
76,43.050000000000004,43.800000000000004,41.300000000000004,42.25,100,20,2022-09-29,100,2022-10-07
77,41.45,41.95,40.06,40.06,100,15,2022-09-30,100,2022-10-07
78,37.85,43.1,37.85,43.1,9,6,2022-10-03,100,2022-10-07
79,45.7,45.7,45.2,45.2,15,5,2022-10-04,100,2022-10-07
