,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,123.60000000000001,123.60000000000001,123.60000000000001,123.60000000000001,1,1,2022-01-07,50,2022-11-18
1,126.10000000000001,126.10000000000001,126.10000000000001,126.10000000000001,1,1,2022-01-12,50,2022-11-18
2,123.80000000000001,123.80000000000001,123.80000000000001,123.80000000000001,75,2,2022-01-31,50,2022-11-18
3,125.2,125.25,125.2,125.25,50,2,2022-02-03,50,2022-11-18
4,122.30000000000001,122.30000000000001,122.30000000000001,122.30000000000001,37,5,2022-02-04,50,2022-11-18
5,122.14,122.14,122.14,122.14,1,1,2022-03-24,50,2022-11-18
6,124.25,124.25,124.25,124.25,1,1,2022-03-28,50,2022-11-18
7,123.2,123.2,122.55000000000001,122.55000000000001,3,3,2022-04-01,50,2022-11-18
8,126.65,126.7,126.60000000000001,126.60000000000001,42,5,2022-04-04,50,2022-11-18
9,126.95,126.95,125.65,125.65,3,3,2022-04-05,50,2022-11-18
10,121.25,121.25,121.25,121.25,2,2,2022-04-06,50,2022-11-18
11,121.7,121.7,121.65,121.65,2,2,2022-04-07,50,2022-11-18
12,121.4,121.4,120.4,120.65,3,3,2022-04-08,50,2022-11-18
13,117.2,117.2,117.2,117.2,1,1,2022-04-11,50,2022-11-18
14,117.2,117.2,116.85000000000001,116.85000000000001,2,2,2022-04-12,50,2022-11-18
15,119.10000000000001,119.10000000000001,119.10000000000001,119.10000000000001,21,3,2022-04-14,50,2022-11-18
16,114.5,114.85000000000001,114.5,114.85000000000001,2,2,2022-04-18,50,2022-11-18
17,116.85000000000001,116.85000000000001,116.85000000000001,116.85000000000001,1,1,2022-04-20,50,2022-11-18
18,107.5,107.5,107.5,107.5,1,1,2022-04-27,50,2022-11-18
19,92.5,92.5,92.5,92.5,25,1,2022-05-18,50,2022-11-18
20,90.80000000000001,92.91000000000001,90.80000000000001,92.91000000000001,11,2,2022-05-23,50,2022-11-18
21,98.9,98.95,98.63000000000001,98.63000000000001,12,3,2022-05-27,50,2022-11-18
22,84.10000000000001,84.10000000000001,83.8,83.8,2,2,2022-06-13,50,2022-11-18
23,83.5,83.5,83.5,83.5,1,1,2022-06-14,50,2022-11-18
24,81.7,81.7,81.0,81.0,2,2,2022-06-16,50,2022-11-18
25,92.60000000000001,92.60000000000001,92.60000000000001,92.60000000000001,2,2,2022-06-27,50,2022-11-18
26,87.75,87.75,87.75,87.75,1,1,2022-06-30,50,2022-11-18
27,92.95,92.95,92.95,92.95,12,1,2022-07-06,50,2022-11-18
28,96.35000000000001,96.4,96.35000000000001,96.4,2,2,2022-07-07,50,2022-11-18
29,96.80000000000001,97.45,96.80000000000001,97.05000000000001,36,9,2022-07-08,50,2022-11-18
30,95.25,95.7,95.2,95.7,19,13,2022-07-11,50,2022-11-18
31,98.25,98.7,98.25,98.7,44,22,2022-07-14,50,2022-11-18
32,99.10000000000001,99.2,99.10000000000001,99.2,6,6,2022-07-15,50,2022-11-18
33,101.4,101.4,99.55000000000001,99.55000000000001,4,4,2022-07-18,50,2022-11-18
34,104.10000000000001,104.15,104.10000000000001,104.15,2,2,2022-07-22,50,2022-11-18
35,101.35000000000001,101.80000000000001,101.30000000000001,101.80000000000001,18,3,2022-07-26,50,2022-11-18
36,107.05000000000001,107.05000000000001,106.80000000000001,106.80000000000001,12,2,2022-07-28,50,2022-11-18
37,112.80000000000001,112.85000000000001,112.80000000000001,112.85000000000001,2,2,2022-08-01,50,2022-11-18
38,120.85000000000001,120.85000000000001,120.85000000000001,120.85000000000001,2,2,2022-08-11,50,2022-11-18
39,123.95,123.95,123.9,123.9,2,2,2022-08-18,50,2022-11-18
40,122.30000000000001,122.35000000000001,122.30000000000001,122.30000000000001,40,6,2022-08-19,50,2022-11-18
41,117.15,117.15,116.80000000000001,116.80000000000001,36,7,2022-08-24,50,2022-11-18
42,112.05000000000001,114.10000000000001,111.65,113.7,1674,253,2022-09-12,50,2022-11-18
43,107.9,108.2,103.80000000000001,103.80000000000001,20,12,2022-09-13,50,2022-11-18
44,104.75,105.60000000000001,104.2,104.2,97,20,2022-09-14,50,2022-11-18
45,104.65,104.7,101.95,102.05000000000001,375,81,2022-09-15,50,2022-11-18
46,100.65,100.65,100.60000000000001,100.60000000000001,2,2,2022-09-16,50,2022-11-18
47,99.7,104.55000000000001,99.65,104.4,150,67,2022-09-19,50,2022-11-18
48,105.05000000000001,107.0,105.05000000000001,107.0,125,26,2022-09-20,50,2022-11-18
49,108.2,108.2,107.2,107.30000000000001,54,5,2022-09-21,50,2022-11-18
