,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,93.75,93.75,93.75,93.75,2,1,2023-02-01,50,2023-02-24
1,103.33,103.33,103.33,103.33,2,2,2023-02-09,50,2023-02-24
2,106.04,106.04,106.04,106.04,5,1,2023-02-16,50,2023-02-24
3,101.09,101.09,98.7,98.7,5,4,2023-02-21,50,2023-02-24
4,98.81,98.95,98.81,98.95,7,3,2023-02-22,50,2023-02-24
5,99.30000000000001,99.30000000000001,99.30000000000001,99.30000000000001,30,1,2023-02-23,50,2023-02-24
6,96.03,96.06,96.03,96.06,2,2,2023-02-24,50,2023-02-24
7,87.56,87.56,87.56,87.56,10,1,2023-01-24,55,2023-02-24
8,85.23,85.23,85.23,85.23,1,1,2023-01-25,55,2023-02-24
9,97.37,97.4,97.37,97.4,10,4,2023-02-06,55,2023-02-24
10,95.63000000000001,95.63000000000001,95.63000000000001,95.63000000000001,1,1,2023-02-10,55,2023-02-24
11,93.7,93.7,93.7,93.7,1,1,2023-02-22,55,2023-02-24
12,91.34,91.34,91.34,91.34,1,1,2023-02-24,55,2023-02-24
13,76.0,76.0,76.0,76.0,10,1,2023-01-17,60,2023-02-24
14,82.42,82.42,82.42,82.42,10,1,2023-01-24,60,2023-02-24
15,80.26,80.26,80.26,80.26,1,1,2023-01-25,60,2023-02-24
16,90.10000000000001,90.10000000000001,90.10000000000001,90.10000000000001,1,1,2023-02-10,60,2023-02-24
17,92.15,92.15,92.15,92.15,2,1,2023-02-14,60,2023-02-24
18,89.15,89.15,89.15,89.15,1,1,2023-02-21,60,2023-02-24
19,87.95,87.95,87.95,87.95,2,1,2023-02-23,60,2023-02-24
20,64.15,64.15,64.15,64.15,1,1,2023-01-10,65,2023-02-24
21,87.85000000000001,87.85000000000001,87.85000000000001,87.85000000000001,2,1,2023-02-14,65,2023-02-24
22,53.720000000000006,53.980000000000004,53.720000000000006,53.980000000000004,2,2,2023-01-13,80,2023-02-24
23,59.42,59.42,59.42,59.42,1,1,2023-01-25,80,2023-02-24
24,66.25,66.25,66.25,66.25,1,1,2023-02-24,80,2023-02-24
25,67.9,67.9,67.9,67.9,4,1,2023-02-06,85,2023-02-24
26,62.620000000000005,62.620000000000005,62.620000000000005,62.620000000000005,1,1,2023-02-23,85,2023-02-24
27,61.230000000000004,61.230000000000004,61.230000000000004,61.230000000000004,1,1,2023-02-24,85,2023-02-24
28,64.72,64.72,64.72,64.72,1,1,2023-02-03,90,2023-02-24
29,57.410000000000004,57.410000000000004,57.410000000000004,57.410000000000004,1,1,2023-02-22,90,2023-02-24
30,57.61,57.61,57.61,57.61,1,1,2023-02-23,90,2023-02-24
31,55.86,55.86,55.86,55.86,1,1,2023-02-24,90,2023-02-24
32,57.900000000000006,57.900000000000006,57.900000000000006,57.900000000000006,2,1,2023-02-14,95,2023-02-24
33,53.800000000000004,53.800000000000004,53.800000000000004,53.800000000000004,1,1,2023-02-21,95,2023-02-24
34,52.400000000000006,52.400000000000006,52.400000000000006,52.400000000000006,1,1,2023-02-22,95,2023-02-24
35,35.2,37.300000000000004,35.2,37.300000000000004,5,3,2023-01-17,100,2023-02-24
36,43.36,43.36,43.36,43.36,5,1,2023-01-26,100,2023-02-24
37,43.230000000000004,43.230000000000004,43.230000000000004,43.230000000000004,5,1,2023-02-01,100,2023-02-24
38,55.85,55.85,55.85,55.85,1,1,2023-02-03,100,2023-02-24
39,52.480000000000004,52.480000000000004,52.480000000000004,52.480000000000004,100,1,2023-02-17,100,2023-02-24
