,DataType.OPEN,DataType.HIGH,DataType.LOW,DataType.CLOSE,DataType.VOLUME,DataType.COUNT,DataType.DATE,DataType.STRIKEPRICE,DataType.EXPIRY
0,147.9,147.9,147.9,147.9,5,1,2022-01-13,25,2022-01-21
1,147.05,147.05,146.70000000000002,146.79000000000002,5,5,2022-01-18,25,2022-01-21
2,145.0,145.95000000000002,141.6,141.6,6,5,2022-01-19,25,2022-01-21
3,134.35,134.35,133.1,133.1,47,6,2022-01-21,30,2022-01-21
4,147.15,147.5,147.15,147.5,2,2,2022-01-03,35,2022-01-21
5,135.85,135.85,135.4,135.4,5,2,2022-01-12,40,2022-01-21
6,135.1,135.4,135.1,135.4,39,7,2022-01-13,40,2022-01-21
7,130.0,130.0,130.0,130.0,18,1,2022-01-18,40,2022-01-21
8,124.15,124.60000000000001,123.5,123.5,29,3,2022-01-21,40,2022-01-21
9,137.0,137.0,137.0,137.0,1,1,2022-01-03,45,2022-01-21
10,133.46,133.46,133.20000000000002,133.43,10,6,2022-01-05,45,2022-01-21
11,131.3,131.3,131.3,131.3,2,1,2022-01-13,45,2022-01-21
12,125.5,125.5,125.2,125.2,2,2,2022-01-18,45,2022-01-21
13,119.45,119.45,119.45,119.45,2,1,2022-01-21,45,2022-01-21
14,128.6,132.6,128.6,132.09,49,10,2022-01-03,50,2022-01-21
15,132.20000000000002,132.25,129.62,129.62,16,4,2022-01-04,50,2022-01-21
16,128.9,128.9,126.5,126.5,42,2,2022-01-05,50,2022-01-21
17,123.2,123.2,121.0,121.0,8,2,2022-01-07,50,2022-01-21
18,118.60000000000001,121.0,118.60000000000001,121.0,3,2,2022-01-10,50,2022-01-21
19,125.0,125.0,124.30000000000001,124.80000000000001,80,11,2022-01-11,50,2022-01-21
20,121.5,123.0,121.5,123.0,18,4,2022-01-14,50,2022-01-21
21,122.35000000000001,122.35000000000001,120.78,121.55000000000001,180,5,2022-01-18,50,2022-01-21
22,118.85000000000001,118.85000000000001,118.0,118.0,71,11,2022-01-19,50,2022-01-21
23,118.80000000000001,119.25,116.75,116.75,116,12,2022-01-20,50,2022-01-21
24,114.45,116.15,113.0,113.0,222,18,2022-01-21,50,2022-01-21
25,125.80000000000001,126.95,125.4,126.77000000000001,19,6,2022-01-03,55,2022-01-21
26,122.26,122.26,122.26,122.26,10,1,2022-01-05,55,2022-01-21
27,117.0,117.60000000000001,117.0,117.15,129,3,2022-01-07,55,2022-01-21
28,115.0,115.0,115.0,115.0,11,3,2022-01-10,55,2022-01-21
29,121.4,121.5,121.4,121.5,4,4,2022-01-12,55,2022-01-21
30,117.96000000000001,117.96000000000001,117.96000000000001,117.96000000000001,2,1,2022-01-13,55,2022-01-21
31,117.25,117.60000000000001,117.25,117.60000000000001,4,3,2022-01-14,55,2022-01-21
32,117.0,117.0,117.0,117.0,2,1,2022-01-18,55,2022-01-21
33,109.9,109.9,109.9,109.9,96,5,2022-01-20,55,2022-01-21
34,109.48,109.48,108.71000000000001,108.71000000000001,7,3,2022-01-21,55,2022-01-21
35,121.10000000000001,121.85000000000001,121.10000000000001,121.85000000000001,21,4,2022-01-03,60,2022-01-21
36,121.5,121.5,119.37,119.38000000000001,199,9,2022-01-04,60,2022-01-21
37,118.08000000000001,118.08000000000001,118.08000000000001,118.08000000000001,1,1,2022-01-05,60,2022-01-21
38,113.60000000000001,113.60000000000001,112.85000000000001,112.85000000000001,28,2,2022-01-06,60,2022-01-21
39,113.06,113.06,113.06,113.06,11,1,2022-01-07,60,2022-01-21
40,109.83,110.93,109.83,110.93,9,2,2022-01-10,60,2022-01-21
41,112.03,114.75,112.03,114.75,15,5,2022-01-11,60,2022-01-21
42,116.96000000000001,116.96000000000001,115.22,115.22,6,2,2022-01-12,60,2022-01-21
43,111.0,113.06,111.0,113.06,17,4,2022-01-14,60,2022-01-21
44,110.68,110.68,109.64,109.64,10,2,2022-01-18,60,2022-01-21
45,108.2,108.2,108.2,108.2,3,3,2022-01-19,60,2022-01-21
46,109.48,109.48,105.33,105.33,97,7,2022-01-20,60,2022-01-21
47,105.83,106.15,103.10000000000001,103.10000000000001,61,15,2022-01-21,60,2022-01-21
